,company,title,salary,location,date
1248,PAYLINK PAYMENT PLANS LLC,DATA SCIENTIST,"85,000","CHICAGO, IL",05/26/2021
1249,HYATT CORPORATION,DATA SCIENTIST,"85,000","CHICAGO, IL",03/04/2018
1250,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"85,000","CHICAGO, IL",03/05/2018
1251,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"85,000","CHICAGO, IL",02/21/2017
1252,XSELL TECHNOLOGIES INC,DATA SCIENTIST,"85,000","CHICAGO, IL",03/18/2021
1253,NORC,DATA SCIENTIST,"85,000","CHICAGO, IL",02/06/2019
1254,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"85,000","CHICAGO, IL",03/04/2018
1255,GRAY MATTER ANALYTICS INC,DATA SCIENTIST,"85,176","CHICAGO, IL",02/24/2021
1256,IBM CORPORATION,DATA SCIENTIST,"85,200","CHICAGO, IL",01/30/2019
1257,EGENCIA LLC,DATA SCIENTIST,"85,426","CHICAGO, IL",02/23/2018
1258,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"86,000","CHICAGO, IL",03/18/2020
1259,THE OPTIONS CLEARING CORPORATION,DATA SCIENTIST,"86,200","CHICAGO, IL",02/05/2018
1260,ILLINOIS POLICY INSTITUTE,DATA SCIENTIST,"86,666","CHICAGO, IL",04/09/2018
1261,XSELL TECHNOLOGIES INC,DATA SCIENTIST,"87,838","CHICAGO, IL",03/18/2021
1262,RMARK BIO INC,DATA SCIENTIST,"88,000","CHICAGO, IL",04/24/2020
1263,MATHEMATICA INC,DATA SCIENTIST,"88,400","CHICAGO, IL",04/01/2021
1264,"




",null,null,null,null
1265,ALLSTATE INSURANCE COMPANY,DATA SCIENTIST,"89,336","CHICAGO, IL",12/10/2018
1266,AETNA RESOURCES LLC,DATA SCIENTIST,"90,000","CHICAGO, IL",03/02/2018
1267,IMANAGE LLC,DATA SCIENTIST,"90,000","CHICAGO, IL",11/17/2021
1268,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"90,000","CHICAGO, IL",03/05/2018
1269,GOBY INC,DATA SCIENTIST,"90,000","CHICAGO, IL",04/15/2020
1270,AETNA RESOURCES LLC,DATA SCIENTIST,"90,000","CHICAGO, IL",03/05/2018
1271,BIJORA INC,DATA SCIENTIST,"90,000","CHICAGO, IL",04/12/2022
1272,CIVIS ANALYTICS INC,DATA SCIENTIST,"90,000","CHICAGO, IL",03/03/2018
1273,WESTBON INC,DATA SCIENTIST,"90,000","CHICAGO, IL",02/08/2020
1274,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"90,000","CHICAGO, IL",01/18/2017
1275,THE UNIVERSITY OF CHICAGO,DATA SCIENTIST,"90,000","CHICAGO, IL",04/26/2019
1276,WAVE SOLUTIONS INC,DATA SCIENTIST,"90,085","CHICAGO, IL",03/26/2018
1277,TEKTRA IT SERVICES INC,DATA SCIENTIST,"90,397","CHICAGO, IL",01/25/2022
1278,REVEAL DATA CORPORATION,DATA SCIENTIST,"90,900","CHICAGO, IL",04/02/2021
1279,AVENTURE SYSTEMS LLC,DATA SCIENTIST,"91,853","CHICAGO, IL",01/16/2020
1280,THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,"92,000","CHICAGO, IL",04/09/2021
1281,AIM BIG INC,DATA SCIENTIST,"92,518","CHICAGO, IL",11/03/2017
1282,THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,"94,000","CHICAGO, IL",03/11/2020
1283,THE INTERNET TRUCKSTOP LLC,DATA SCIENTIST,"94,000","CHICAGO, IL",03/23/2020
1284,AIM BIG INC,DATA SCIENTIST,"94,203","CHICAGO, IL",04/06/2018
1285,AIM BIG INC,DATA SCIENTIST,"94,203","CHICAGO, IL",04/03/2018
1286,GROUPON INC,DATA SCIENTIST,"94,300","CHICAGO, IL",02/13/2018
1287,GOBY INC,DATA SCIENTIST,"94,500","CHICAGO, IL",04/15/2020
1288,HURON CONSULTING SERVICES LLC,DATA SCIENTIST,"95,000","CHICAGO, IL",10/04/2019
1289,KPMG LLP,DATA SCIENTIST,"95,000","CHICAGO, IL",03/18/2015
1290,CHICAGO MERCANTILE EXCHANGE INC,DATA SCIENTIST,"95,000","CHICAGO, IL",02/12/2019
1291,KPMG LLP,DATA SCIENTIST,"95,000","CHICAGO, IL",01/27/2015
1292,AMWINS GROUP LLC,DATA SCIENTIST,"95,000","CHICAGO, IL",02/10/2021
1293,AMWINS GROUP LLC,DATA SCIENTIST,"95,000","CHICAGO, IL",02/10/2021
1294,4C INSIGHTS INC,DATA SCIENTIST,"95,077","CHICAGO, IL",04/23/2019
1295,HEALTH CARE SERVICE CORPORATION,DATA SCIENTIST,"95,243","CHICAGO, IL",03/25/2022
1296,ANTHEM INC,DATA SCIENTIST,"95,306","CHICAGO, IL",01/30/2020
1297,ANTHEM INC,DATA SCIENTIST,"95,306","CHICAGO, IL",02/04/2020
1298,ANTHEM INC,DATA SCIENTIST,"95,306","CHICAGO, IL",02/04/2020
1299,ANTHEM INC,DATA SCIENTIST,"95,306","CHICAGO, IL",02/18/2020
1300,MILLIMAN INC,DATA SCIENTIST,"95,640","CHICAGO, IL",04/28/2022
1301,GROUPON INC,DATA SCIENTIST,"96,000","CHICAGO, IL",03/22/2017
1302,IBM CORPORATION,DATA SCIENTIST,"96,233","CHICAGO, IL",02/28/2017
1303,IBM CORPORATION,DATA SCIENTIST,"96,233","CHICAGO, IL",03/01/2017
1304,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"96,325","CHICAGO, IL",01/27/2020
1305,"




",null,null,null,null
1306,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"96,425","CHICAGO, IL",02/05/2020
1307,XSELL TECHNOLOGIES INC,DATA SCIENTIST,"96,928","CHICAGO, IL",03/23/2020
1308,NIELSEN CONSUMER LLC,DATA SCIENTIST,"97,000","CHICAGO, IL",03/23/2021
1309,NIELSEN CONSUMER LLC,DATA SCIENTIST,"97,000","CHICAGO, IL",03/23/2021
1310,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"97,500","CHICAGO, IL",03/11/2016
1311,DATABRICKS INC,DATA SCIENTIST,"97,781","CHICAGO, IL",02/17/2020
1312,TRUIST BANK,DATA SCIENTIST,"97,851","CHICAGO, IL",03/04/2021
1313,ANTHEM INC,DATA SCIENTIST,"97,885","CHICAGO, IL",03/13/2019
1314,MOTOROLA SOLUTIONS INC,DATA SCIENTIST,"97,885","CHICAGO, IL",03/20/2019
1315,ENOVA FINANCIAL HOLDINGS LLC,DATA SCIENTIST,"98,000","CHICAGO, IL",04/06/2022
1316,GOGO LLC,DATA SCIENTIST,"98,000","CHICAGO, IL",03/08/2017
1317,ORBITZ WORLDWIDE LLC,DATA SCIENTIST,"98,100","CHICAGO, IL",07/09/2019
1318,CHICAGO BLACKHAWK HOCKEY TEAM INC,DATA SCIENTIST,"99,500","CHICAGO, IL",05/19/2021
1319,GRADIENT AI CORP,DATA SCIENTIST,"99,590","CHICAGO, IL",10/05/2021
1320,HEALTH CARE SERVICE CORPORATION,DATA SCIENTIST,"99,590","CHICAGO, IL",11/30/2021
1321,MAREX NORTH AMERICA LLC,DATA SCIENTIST,"100,000","CHICAGO, IL",03/24/2020
1322,MAREX NORTH AMERICA LLC,DATA SCIENTIST,"100,000","CHICAGO, IL",04/16/2020
1323,MAREX NORTH AMERICA LLC,DATA SCIENTIST,"100,000","CHICAGO, IL",03/24/2020
1324,THE INTERNET TRUCKSTOP LLC,DATA SCIENTIST,"100,000","CHICAGO, IL",03/25/2020
1325,MAREX NORTH AMERICA LLC,DATA SCIENTIST,"100,000","CHICAGO, IL",04/16/2020
1326,DATASCOPE ANALYTICS LLC,DATA SCIENTIST,"100,000","CHICAGO, IL",03/20/2017
1327,DATASCOPE ANALYTICS LLC,DATA SCIENTIST,"100,000","CHICAGO, IL",03/20/2017
1328,ATOS SYNTEL INC,DATA SCIENTIST,"100,000","CHICAGO, IL",06/06/2019
1329,CHICAGO MERCANTILE EXCHANGE INC,DATA SCIENTIST,"100,000","CHICAGO, IL",02/06/2019
1330,NORC,DATA SCIENTIST,"100,000","CHICAGO, IL",02/08/2022
1331,RIPPLESHOT INC,DATA SCIENTIST,"100,000","CHICAGO, IL",03/02/2017
1332,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"100,000","CHICAGO, IL",03/06/2017
1333,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"100,000","CHICAGO, IL",03/22/2018
1334,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"100,000","CHICAGO, IL",03/07/2019
1335,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"100,000","CHICAGO, IL",03/08/2017
1336,CUMULUS FUNDING INC,DATA SCIENTIST,"100,000","CHICAGO, IL",03/09/2017
1337,MAREX NORTH AMERICA LLC,DATA SCIENTIST,"100,000","CHICAGO, IL",03/19/2020
1338,GROUPON INC,DATA SCIENTIST,"100,000","CHICAGO, IL",03/17/2022
1339,CARSCOM,DATA SCIENTIST,"100,000","CHICAGO, IL",03/03/2018
1340,TEMPUS LABS INC,DATA SCIENTIST,"100,550","CHICAGO, IL",03/08/2021
1341,RED HAT INC,DATA SCIENTIST,"100,963","CHICAGO, IL",03/04/2022
1342,CAREMARK LLC,DATA SCIENTIST,"101,400","CHICAGO, IL",04/12/2022
1343,IBM CORPORATION,DATA SCIENTIST,"101,711","CHICAGO, IL",02/01/2018
1344,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"102,000","CHICAGO, IL",03/11/2016
1345,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"102,000","CHICAGO, IL",03/01/2016
1346,IBM CORPORATION,DATA SCIENTIST,"102,528","CHICAGO, IL",04/09/2020
1347,COLABERRY INC,DATA SCIENTIST,"102,981","CHICAGO, IL",05/28/2021
1348,HEALTH CARE SERVICE CORPORATION,DATA SCIENTIST,"102,981","CHICAGO, IL",03/16/2021
1349,HEALTH CARE SERVICE CORPORATION,DATA SCIENTIST,"102,981","CHICAGO, IL",03/26/2021
1350,HEALTH CARE SERVICE CORPORATION,DATA SCIENTIST,"102,981","CHICAGO, IL",03/26/2021
1351,FRACTAL ANALYTICS INC,DATA SCIENTIST,"103,002","CHICAGO, IL",02/05/2021
1352,THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,"104,200","CHICAGO, IL",03/01/2021
1353,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"105,000","CHICAGO, IL",01/23/2018
1354,GROOVE HEALTH INC,DATA SCIENTIST,"105,000","CHICAGO, IL",03/16/2021
1355,KALDEROS INC,DATA SCIENTIST,"105,000","CHICAGO, IL",03/17/2021
1356,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"105,000","CHICAGO, IL",04/16/2021
1357,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"105,000","CHICAGO, IL",02/03/2017
1358,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"106,575","CHICAGO, IL",02/16/2020
1359,DATABRICKS INC,DATA SCIENTIST,"106,787","CHICAGO, IL",02/17/2020
1360,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"108,000","CHICAGO, IL",03/13/2017
1361,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"108,000","CHICAGO, IL",03/13/2017
1362,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"108,000","CHICAGO, IL",03/10/2017
1363,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"109,000","CHICAGO, IL",03/16/2017
1364,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"109,000","CHICAGO, IL",03/16/2018
1365,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"109,000","CHICAGO, IL",03/06/2018
1366,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"110,000","CHICAGO, IL",10/19/2017
1367,ALLSTATE INSURANCE COMPANY,DATA SCIENTIST,"110,000","CHICAGO, IL",03/26/2018
1368,UL LLC,DATA SCIENTIST,"110,000","CHICAGO, IL",12/16/2019
1369,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"110,000","CHICAGO, IL",10/06/2017
1370,CAREMARK LLC,DATA SCIENTIST,"114,684","CHICAGO, IL",04/08/2022
1371,FEEDZAI INC,DATA SCIENTIST,"114,816","CHICAGO, IL",11/21/2019
1372,ABC SUPPLY CORPORATION INC,DATA SCIENTIST,"115,000","CHICAGO, IL",08/18/2021
1373,OPTIVER US LLC,DATA SCIENTIST,"115,000","CHICAGO, IL",03/08/2018
1374,HARMAN CONNECTED SERVICES INC,DATA SCIENTIST,"115,000","CHICAGO, IL",02/28/2017
1375,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"115,000","CHICAGO, IL",03/13/2019
1376,SLICE TECHNOLOGIES INC,DATA SCIENTIST,"115,000","CHICAGO, IL",03/12/2019
1377,SLICE TECHNOLOGIES INC,DATA SCIENTIST,"115,000","CHICAGO, IL",03/21/2019
1378,SLICE TECHNOLOGIES INC,DATA SCIENTIST,"115,000","CHICAGO, IL",03/21/2019
1379,OPTIVER US LLC,DATA SCIENTIST,"115,000","CHICAGO, IL",03/02/2017
1380,SIMMACHINES INC,DATA SCIENTIST,"115,000","CHICAGO, IL",03/08/2017
1381,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"115,000","CHICAGO, IL",05/15/2019
1382,CBC OPERATIONS GROUP LLC,DATA SCIENTIST,"115,000","CHICAGO, IL",04/19/2021
1383,SAP AMERICA INC,DATA SCIENTIST,"115,000","CHICAGO, IL",03/20/2020
1384,OPTIVER US LLC,DATA SCIENTIST,"115,000","CHICAGO, IL",05/09/2018
1385,QUORA INC,DATA SCIENTIST,"115,710","CHICAGO, IL",09/10/2021
1386,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"116,725","CHICAGO, IL",02/27/2020
1387,PAYPAL INC,DATA SCIENTIST,"117,000","CHICAGO, IL",05/11/2021
1388,PAYPAL INC,DATA SCIENTIST,"117,000","CHICAGO, IL",04/09/2021
1389,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"118,000","CHICAGO, IL",03/06/2018
1390,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"118,000","CHICAGO, IL",03/13/2018
1391,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"118,000","CHICAGO, IL",03/13/2018
1392,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"118,000","CHICAGO, IL",03/29/2018
1393,UNIVERSITY OF CHICAGO MEDICAL CENTER,DATA SCIENTIST,"119,496","CHICAGO, IL",02/03/2021
1394,ASURION LLC,DATA SCIENTIST,"120,000","CHICAGO, IL",03/31/2022
1395,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","CHICAGO, IL",10/07/2020
1396,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","CHICAGO, IL",10/07/2020
1397,FETCH REWARDS INC,DATA SCIENTIST,"120,000","CHICAGO, IL",12/03/2020
1398,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","CHICAGO, IL",08/12/2021
1399,UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"120,000","CHICAGO, IL",04/11/2022
1400,GAINSYSTEMS INC,DATA SCIENTIST,"120,000","CHICAGO, IL",04/11/2022
1401,PEOPLELINK LLC,DATA SCIENTIST,"120,000","CHICAGO, IL",03/08/2018
1402,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","CHICAGO, IL",03/01/2021
1403,TRONC INC,DATA SCIENTIST,"120,000","CHICAGO, IL",09/27/2017
1404,AMERICLOUD SOLUTIONS INC,DATA SCIENTIST,"120,000","CHICAGO, IL",02/10/2022
1405,KMD PARTNERS LLC,DATA SCIENTIST,"120,000","CHICAGO, IL",02/24/2020
1406,MCKINSEY & COMPANY INC UNITED STATES,DATA SCIENTIST,"120,000","CHICAGO, IL",03/08/2019
1407,KMD PARTNERS LLC,DATA SCIENTIST,"120,000","CHICAGO, IL",03/02/2020
1408,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","CHICAGO, IL",03/25/2021
1409,PAYLOCITY CORPORATION,DATA SCIENTIST,"120,000","CHICAGO, IL",01/14/2020
1410,ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENTIST,"121,000","CHICAGO, IL",03/16/2018
1411,JAMES HARDIE BUILDING PRODUCTS INC,DATA SCIENTIST,"122,000","CHICAGO, IL",03/23/2022
1412,NORDSTROM INC,DATA SCIENTIST,"125,000","CHICAGO, IL",09/29/2020
1413,SHIPBOB INC,DATA SCIENTIST,"125,000","CHICAGO, IL",11/18/2021
1414,GRUBHUB HOLDINGS INC,DATA SCIENTIST,"126,250","CHICAGO, IL",11/04/2019
1415,GRUBHUB HOLDINGS INC,DATA SCIENTIST,"126,250","CHICAGO, IL",11/04/2019
1416,PAYPAL INC,DATA SCIENTIST,"126,500","CHICAGO, IL",05/07/2021
1417,CARSCOM,DATA SCIENTIST,"129,165","CHICAGO, IL",04/16/2021
1418,GRUBHUB HOLDINGS INC,DATA SCIENTIST,"130,000","CHICAGO, IL",01/30/2018
1419,SHIPT INC,DATA SCIENTIST,"130,000","CHICAGO, IL",11/23/2021
1420,GRUBHUB HOLDINGS INC,DATA SCIENTIST,"130,000","CHICAGO, IL",04/13/2018
1421,WAL-MART ASSOCIATES INC,DATA SCIENTIST,"130,000","CHICAGO, IL",05/03/2021
1422,WILLIAM BLAIR & COMPANY LLC,DATA SCIENTIST,"130,000","CHICAGO, IL",04/28/2022
1423,LEVI STRAUSS & CO,DATA SCIENTIST,"130,000","CHICAGO, IL",04/15/2021
1424,STARCOM WORLDWIDE INC,DATA SCIENTIST,"130,000","CHICAGO, IL",03/23/2020
1425,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"132,000","CHICAGO, IL",04/27/2022
1426,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"132,000","CHICAGO, IL",01/07/2022
1427,KENSHOO INC,DATA SCIENTIST,"135,000","CHICAGO, IL",03/03/2022
1428,AVANT LLC,DATA SCIENTIST,"144,900","CHICAGO, IL",02/24/2022
1429,AMAZON WEB SERVICES INC,DATA SCIENTIST,"145,000","CHICAGO, IL",09/25/2019
1430,AMAZON WEB SERVICES INC,DATA SCIENTIST,"145,000","CHICAGO, IL",09/04/2019
1431,MARKET TRACK LLC,DATA SCIENTIST,"145,000","CHICAGO, IL",06/05/2019
1432,META PLATFORMS INC,DATA SCIENTIST,"154,000","CHICAGO, IL",01/11/2022
1433,FOURSQUARE LABS INC,DATA SCIENTIST,"160,000","CHICAGO, IL",04/16/2021
1434,CITADEL LLC,DATA SCIENTIST,"175,000","CHICAGO, IL",12/02/2016
1435,IMC AMERICAS INC,DATA SCIENTIST,"175,000","CHICAGO, IL",03/13/2017
1436,FACEBOOK INC,DATA SCIENTIST,"180,000","CHICAGO, IL",06/24/2021
1437,CITADEL AMERICAS LLC,DATA SCIENTIST,"190,000","CHICAGO, IL",02/14/2020
1438,POLAR OPERATIONS LLC,DATA SCIENTIST,"200,000","CHICAGO, IL",03/23/2022
1439,CITADEL LLC,DATA SCIENTIST,"210,000","CHICAGO, IL",02/22/2017
1440,NECTO-NET CONTACT MANAGEMENT INC,DATA SCIENTIST,"52,300","HOUSTON, TX",03/16/2017
1441,INFOSMART TECHNOLOGIES INC,DATA SCIENTIST,"93,920","HOUSTON, TX",03/25/2019
1442,PANTON INC,DATA SCIENTIST,"55,000","HOUSTON, TX",03/20/2018
1443,UNIVERSITY OF HOUSTON SYSTEM,DATA SCIENTIST,"61,819","HOUSTON, TX",10/11/2021
1444,INNOWATTS INC,DATA SCIENTIST,"64,064","HOUSTON, TX",03/12/2019
1445,INNOWATTS INC,DATA SCIENTIST,"64,064","HOUSTON, TX",03/12/2019
1446,INNOWATTS INC,DATA SCIENTIST,"64,064","HOUSTON, TX",03/14/2019
1447,LIVANOVA USA INC,DATA SCIENTIST,"65,000","HOUSTON, TX",03/08/2019
1448,KOCH SUPPLY & TRADING LP,DATA SCIENTIST,"70,000","HOUSTON, TX",01/30/2017
1449,SHOPIFY (USA) INC,DATA SCIENTIST,"70,512","HOUSTON, TX",08/17/2021
1450,"
 
",null,null,null,null
1451,BAYLOR MIRACA GENETICS LABORATORIES LLC,DATA SCIENTIST,"71,328","HOUSTON, TX",03/15/2019
1452,BKO SERVICES INC,DATA SCIENTIST,"71,510","HOUSTON, TX",04/02/2020
1453,BKO SERVICES INC,DATA SCIENTIST,"71,510","HOUSTON, TX",08/31/2020
1454,BKO SERVICES INC,DATA SCIENTIST,"71,510","HOUSTON, TX",04/02/2020
1455,JESSE LIVERMORE SECURITIES LLC,DATA SCIENTIST,"72,000","HOUSTON, TX",04/22/2022
1456,BAYLOR MIRACA GENETICS LABORATORIES LLC,DATA SCIENTIST,"72,500","HOUSTON, TX",03/13/2018
1457,KOCH MINERALS TRADING LLC,DATA SCIENTIST,"75,000","HOUSTON, TX",04/14/2020
1458,INSIDE PETROLEUM INC,DATA SCIENTIST,"75,000","HOUSTON, TX",03/22/2021
1459,FORD MOTOR COMPANY,DATA SCIENTIST,"75,420","HOUSTON, TX",11/12/2021
1460,COGNITE INC,DATA SCIENTIST,"75,858","HOUSTON, TX",09/01/2020
1461,AMERICAN GENERAL LIFE INSURANCE COMPANY,DATA SCIENTIST,"78,000","HOUSTON, TX",11/12/2019
1462,AMERICAN GENERAL LIFE INSURANCE COMPANY,DATA SCIENTIST,"78,000","HOUSTON, TX",11/12/2019
1463,MERCURY DATA SCIENCE LLC,DATA SCIENTIST,"78,000","HOUSTON, TX",03/14/2018
1464,MERCURY DATA SCIENCE LLC,DATA SCIENTIST,"78,000","HOUSTON, TX",03/30/2018
1465,SCHLUMBERGER TECHNOLOGY CORPORATION,DATA SCIENTIST,"79,186","HOUSTON, TX",03/25/2015
1466,MERCURY DATA SCIENCE INC,DATA SCIENTIST,"80,000","HOUSTON, TX",11/07/2019
1467,PANTON INCORPORATED,DATA SCIENTIST,"80,000","HOUSTON, TX",02/12/2017
1468,PANTON INCORPORATED,DATA SCIENTIST,"80,000","HOUSTON, TX",02/01/2017
1469,SCHLUMBERGER TECHNOLOGY CORPORATION,DATA SCIENTIST,"81,224","HOUSTON, TX",03/24/2015
1470,SALESLOFT INC,DATA SCIENTIST,"81,432","HOUSTON, TX",10/23/2020
1471,AMERICAN GENERAL LIFE INSURANCE COMPANY,DATA SCIENTIST,"82,000","HOUSTON, TX",02/18/2020
1472,INSIDE PETROLEUM INC,DATA SCIENTIST,"84,000","HOUSTON, TX",03/08/2020
1473,INSIDE PETROLEUM INC,DATA SCIENTIST,"84,000","HOUSTON, TX",03/13/2020
1474,THE METHODIST HOSPITAL RESEARCH INSTITUTE,DATA SCIENTIST,"84,000","HOUSTON, TX",02/05/2021
1475,GREYSTAR MANAGEMENT SERVICES LP,DATA SCIENTIST,"84,573","HOUSTON, TX",03/26/2021
1476,THE METHODIST HOSPITAL,DATA SCIENTIST,"85,000","HOUSTON, TX",12/15/2016
1477,RANG TECHNOLOGIES INC,DATA SCIENTIST,"85,000","HOUSTON, TX",03/06/2017
1478,GROWERS EDGE FINANCIAL INC,DATA SCIENTIST,"85,000","HOUSTON, TX",01/19/2021
1479,THE PNC FINANCIAL SERVICES GROUP INC,DATA SCIENTIST,"85,490","HOUSTON, TX",08/13/2021
1480,"




",null,null,null,null
1481,THE PNC FINANCIAL SERVICES GROUP INC,DATA SCIENTIST,"85,490","HOUSTON, TX",08/25/2021
1482,THE PNC FINANCIAL SERVICES GROUP INC,DATA SCIENTIST,"85,490","HOUSTON, TX",09/13/2021
1483,RANG TECHNOLOGIES INC,DATA SCIENTIST,"86,000","HOUSTON, TX",03/11/2017
1484,BAYLOR MIRACA GENETICS LABORATORIES LLC,DATA SCIENTIST,"87,422","HOUSTON, TX",06/02/2021
1485,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"87,838","HOUSTON, TX",02/06/2020
1486,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"87,838","HOUSTON, TX",03/02/2020
1487,JACKSON LEWIS PC,DATA SCIENTIST,"87,975","HOUSTON, TX",09/13/2021
1488,ASPEN TECHNOLOGY INC,DATA SCIENTIST,"88,000","HOUSTON, TX",03/13/2020
1489,SCHLUMBERGER TECHNOLOGY CORPORATION,DATA SCIENTIST,"88,426","HOUSTON, TX",02/11/2016
1490,PANTON INCORPORATED,DATA SCIENTIST,"90,000","HOUSTON, TX",02/23/2016
1491,REVOCHEM LLC,DATA SCIENTIST,"90,000","HOUSTON, TX",04/28/2020
1492,INSIDE PETROLEUM INC,DATA SCIENTIST,"90,000","HOUSTON, TX",03/22/2021
1493,SFILE TECHNOLOGY CORPORATION,DATA SCIENTIST,"90,000","HOUSTON, TX",03/19/2018
1494,KASTECH SOLUTIONS LLC,DATA SCIENTIST,"90,002","HOUSTON, TX",03/05/2018
1495,AMERICAN GENERAL LIFE INSURANCE COMPANY,DATA SCIENTIST,"92,000","HOUSTON, TX",11/13/2019
1496,SPINO INC,DATA SCIENTIST,"92,000","HOUSTON, TX",11/13/2019
1497,SPINO INC,DATA SCIENTIST,"92,000","HOUSTON, TX",06/14/2019
1498,THRIVEON SOLUTIONS LLC,DATA SCIENTIST,"92,685","HOUSTON, TX",04/22/2022
1499,SCHLUMBERGER TECHNOLOGY CORPORATION,DATA SCIENTIST,"93,000","HOUSTON, TX",10/27/2016
1500,CONOCOPHILLIPS COMPANY,DATA SCIENTIST,"93,662","HOUSTON, TX",10/23/2017
1501,THRIVEON SOLUTIONS LLC,DATA SCIENTIST,"93,685","HOUSTON, TX",04/22/2022
1502,THE METHODIST HOSPITAL RESEARCH INSTITUTE,DATA SCIENTIST,"94,441","HOUSTON, TX",04/16/2020
1503,SCHLUMBERGER TECHNOLOGY CORPORATION,DATA SCIENTIST,"94,723","HOUSTON, TX",03/14/2017
1504,INSURANCE SERVICES OFFICE INC,DATA SCIENTIST,"95,000","HOUSTON, TX",02/27/2020
1505,INSURANCE SERVICES OFFICE INC,DATA SCIENTIST,"95,000","HOUSTON, TX",02/23/2022
1506,HALLIBURTON ENERGY SERVICES INC,DATA SCIENTIST,"96,800","HOUSTON, TX",01/21/2021
1507,IBM CORPORATION,DATA SCIENTIST,"97,677","HOUSTON, TX",06/03/2019
1508,ANCILE INC,DATA SCIENTIST,"97,677","HOUSTON, TX",03/12/2019
1509,SCHLUMBERGER TECHNOLOGY CORPORATION,DATA SCIENTIST,"98,020","HOUSTON, TX",10/21/2021
1510,SCHLUMBERGER TECHNOLOGY CORPORATION,DATA SCIENTIST,"98,020","HOUSTON, TX",03/15/2018
1511,THE METHODIST HOSPITAL RESEARCH INSTITUTE,DATA SCIENTIST,"100,000","HOUSTON, TX",07/17/2020
1512,BELMONT TECHNOLOGY INC,DATA SCIENTIST,"100,000","HOUSTON, TX",08/11/2021
1513,NATIONAL OILWELL VARCO LP,DATA SCIENTIST,"100,000","HOUSTON, TX",08/26/2021
1514,HART ENERGY PUBLISHING LLLP,DATA SCIENTIST,"100,000","HOUSTON, TX",11/09/2017
1515,HART ENERGY PUBLISHING LLLP,DATA SCIENTIST,"100,000","HOUSTON, TX",04/04/2018
1516,NATIONAL OILWELL VARCO LP,DATA SCIENTIST,"100,000","HOUSTON, TX",03/24/2021
1517,NATIONAL OILWELL VARCO LP,DATA SCIENTIST,"100,000","HOUSTON, TX",03/25/2021
